restaurant_id,name,city,cuisine,aggregate_rating,votes,average_cost_for_two,delivery_time_mins,is_online_delivery,has_table_booking,restaurant_type,rating_category
2313,Resto_313,Bengaluru,Fast Food,3.4,146,600,27,1,1,Casual Dining,Good
2314,Resto_314,Bengaluru,Biryani,3.7,159,600,51,1,0,Cafe,Good
2315,Resto_315,Hyderabad,Chinese,4.0,192,600,21,1,1,Quick Bites,Very Good
2316,Resto_316,Bengaluru,Cafe,3.9,167,800,20,1,0,Casual Dining,Good
2317,Resto_317,Mumbai,Italian,3.0,140,350,33,0,0,Casual Dining,Good
2318,Resto_318,Hyderabad,South Indian,3.4,160,450,61,1,0,Quick Bites,Good
2319,Resto_319,Mumbai,North Indian,3.0,171,250,39,1,1,Quick Bites,Good
2320,Resto_320,Delhi,Chinese,3.0,140,1200,24,1,1,Quick Bites,Good
2321,Resto_321,Kolkata,North Indian,3.6,130,600,36,1,1,Casual Dining,Good
2322,Resto_322,Kolkata,Biryani,4.9,161,250,53,1,0,Quick Bites,Excellent
2323,Resto_323,Kolkata,Biryani,3.4,150,600,41,1,0,Casual Dining,Good
2324,Resto_324,Delhi,South Indian,2.0,153,600,37,1,0,Casual Dining,Average
2325,Resto_325,Ahmedabad,Cafe,3.8,139,250,32,1,1,Quick Bites,Good
2326,Resto_326,Pune,Chinese,1.8,157,450,64,1,0,Casual Dining,Average
2327,Resto_327,Kolkata,South Indian,3.5,149,600,60,1,1,Quick Bites,Good
2328,Resto_328,Delhi,Continental,2.5,183,350,16,1,0,Casual Dining,Average
2329,Resto_329,Ahmedabad,Biryani,4.2,146,250,46,1,0,Quick Bites,Very Good
2330,Resto_330,Bengaluru,North Indian,2.1,176,350,24,1,0,Quick Bites,Average
2331,Resto_331,Chennai,Continental,3.0,166,600,40,1,1,Cafe,Good
2332,Resto_332,Pune,Desserts,4.3,165,250,46,1,1,Casual Dining,Very Good
2333,Resto_333,Hyderabad,Chinese,5.0,177,350,45,1,0,Quick Bites,Excellent
2334,Resto_334,Delhi,Desserts,4.1,162,800,24,1,0,Cafe,Very Good
2335,Resto_335,Mumbai,Italian,3.9,154,250,64,1,0,Casual Dining,Good
2336,Resto_336,Delhi,Italian,3.6,157,350,47,1,1,Casual Dining,Good
2337,Resto_337,Chennai,Chinese,3.5,173,450,50,0,0,Casual Dining,Good
2338,Resto_338,Bengaluru,North Indian,2.9,158,250,64,1,1,Casual Dining,Average
2339,Resto_339,Ahmedabad,Chinese,3.5,157,600,25,1,0,Quick Bites,Good
2340,Resto_340,Mumbai,Chinese,4.6,163,600,47,1,0,Cafe,Excellent
2341,Resto_341,Hyderabad,Continental,3.6,162,450,42,0,1,Quick Bites,Good
2342,Resto_342,Delhi,Continental,3.9,152,800,28,1,0,Quick Bites,Good
2343,Resto_343,Bengaluru,Fast Food,4.6,170,250,34,1,0,Casual Dining,Excellent
2344,Resto_344,Chennai,Continental,2.9,166,250,54,1,0,Casual Dining,Average
2345,Resto_345,Chennai,Biryani,3.2,155,350,26,1,0,Quick Bites,Good
2346,Resto_346,Chennai,Biryani,3.5,147,600,47,1,0,Casual Dining,Good
2347,Resto_347,Kolkata,Continental,3.8,151,250,21,1,0,Quick Bites,Good
2348,Resto_348,Kolkata,Chinese,3.3,169,600,36,1,0,Quick Bites,Good
2349,Resto_349,Delhi,Fast Food,3.9,147,800,30,1,0,Delivery,Good
2350,Resto_350,Ahmedabad,Biryani,3.4,145,450,31,0,1,Delivery,Good
2351,Resto_351,Ahmedabad,Italian,4.2,140,800,45,1,0,Delivery,Very Good
2352,Resto_352,Chennai,Fast Food,3.2,142,350,17,1,0,Casual Dining,Good
2353,Resto_353,Hyderabad,Cafe,4.5,137,600,37,1,0,Quick Bites,Excellent
2354,Resto_354,Mumbai,North Indian,3.1,152,600,17,1,0,Casual Dining,Good
2355,Resto_355,Hyderabad,Fast Food,3.6,142,450,51,1,0,Quick Bites,Good
2356,Resto_356,Ahmedabad,Fast Food,3.7,168,450,23,1,0,Quick Bites,Good
2357,Resto_357,Ahmedabad,Cafe,2.6,154,250,61,1,1,Delivery,Average
2358,Resto_358,Pune,Continental,3.9,145,350,40,1,0,Quick Bites,Good
2359,Resto_359,Pune,Fast Food,3.9,154,250,39,1,0,Casual Dining,Good
2360,Resto_360,Ahmedabad,Biryani,5.0,141,350,33,1,0,Quick Bites,Excellent
2361,Resto_361,Pune,South Indian,3.9,151,800,51,0,0,Casual Dining,Good
2362,Resto_362,Chennai,Cafe,3.8,153,250,52,1,0,Casual Dining,Good
2363,Resto_363,Hyderabad,Desserts,5.0,142,450,63,1,0,Quick Bites,Excellent
2364,Resto_364,Mumbai,Cafe,3.6,159,450,21,1,0,Cafe,Good
2365,Resto_365,Mumbai,South Indian,4.1,159,350,30,1,0,Casual Dining,Very Good
2366,Resto_366,Pune,Chinese,3.4,179,600,62,1,0,Quick Bites,Good
2367,Resto_367,Mumbai,Biryani,3.2,156,450,20,0,0,Quick Bites,Good
2368,Resto_368,Pune,Italian,3.5,154,250,54,1,0,Delivery,Good
2369,Resto_369,Ahmedabad,Biryani,4.0,169,450,32,1,0,Casual Dining,Very Good
2370,Resto_370,Delhi,Cafe,4.2,147,250,41,1,0,Quick Bites,Very Good
2371,Resto_371,Mumbai,Chinese,3.7,180,250,41,1,0,Quick Bites,Good
2372,Resto_372,Ahmedabad,Biryani,3.9,150,600,25,0,1,Casual Dining,Good
2373,Resto_373,Pune,Chinese,5.0,153,250,58,0,0,Cafe,Excellent
2374,Resto_374,Pune,Cafe,3.1,141,1200,31,1,0,Casual Dining,Good
2375,Resto_375,Chennai,Chinese,4.1,149,350,19,1,0,Quick Bites,Very Good
2376,Resto_376,Kolkata,Italian,4.6,153,600,54,0,0,Casual Dining,Excellent
2377,Resto_377,Ahmedabad,Fast Food,3.1,130,450,61,1,0,Cafe,Good
2378,Resto_378,Bengaluru,Desserts,2.4,138,450,53,1,0,Cafe,Average
2379,Resto_379,Hyderabad,Italian,3.7,152,600,46,1,0,Quick Bites,Good
2380,Resto_380,Chennai,North Indian,4.5,153,450,45,0,0,Delivery,Excellent
2381,Resto_381,Hyderabad,Biryani,3.8,129,800,44,0,0,Quick Bites,Good
2382,Resto_382,Mumbai,South Indian,3.4,142,250,32,1,0,Casual Dining,Good
2383,Resto_383,Ahmedabad,Cafe,3.5,139,450,52,1,0,Cafe,Good
2384,Resto_384,Delhi,South Indian,3.2,144,450,17,1,0,Quick Bites,Good
2385,Resto_385,Bengaluru,North Indian,5.0,146,450,63,1,0,Quick Bites,Excellent
2386,Resto_386,Bengaluru,South Indian,4.5,165,450,64,1,1,Casual Dining,Excellent
2387,Resto_387,Bengaluru,South Indian,3.5,144,350,22,1,0,Cafe,Good
2388,Resto_388,Ahmedabad,Chinese,3.6,158,250,44,0,0,Casual Dining,Good
2389,Resto_389,Bengaluru,Fast Food,5.0,132,600,34,1,1,Quick Bites,Excellent
2390,Resto_390,Ahmedabad,Cafe,4.1,138,250,30,1,1,Delivery,Very Good
2391,Resto_391,Kolkata,North Indian,4.7,159,450,34,0,0,Cafe,Excellent
2392,Resto_392,Bengaluru,Cafe,3.0,144,600,36,1,0,Casual Dining,Good
2393,Resto_393,Pune,North Indian,4.3,151,350,24,1,0,Quick Bites,Very Good
2394,Resto_394,Delhi,North Indian,3.7,142,250,36,1,0,Casual Dining,Good
2395,Resto_395,Mumbai,Italian,4.2,161,250,52,1,1,Casual Dining,Very Good
2396,Resto_396,Chennai,South Indian,3.3,160,250,51,1,1,Cafe,Good
2397,Resto_397,Delhi,Chinese,4.8,138,600,35,1,0,Quick Bites,Excellent
2398,Resto_398,Hyderabad,Italian,3.4,142,600,22,1,0,Quick Bites,Good
2399,Resto_399,Pune,Fast Food,3.8,131,1200,17,1,1,Casual Dining,Good
2400,Resto_400,Pune,North Indian,2.2,146,350,42,1,0,Casual Dining,Average
